Datetime,Tweet Id,Link,Text,Username,Total replycount,Total retweetcount,Source,Total likecount
2023-01-31 22:38:10+00:00,1620552043609096192,https://twitter.com/jack/status/1620552043609096192,"and Google Play Store: https://t.co/1Ve7GIBG0F

and of course, the open web: https://t.co/qXl9xrmtKE (one of many)",jack,402,685,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2759
2023-01-31 22:38:09+00:00,1620552041600000000,https://twitter.com/jack/status/1620552041600000000,"a milestone for open protocols...

#nostr is now officially on the Apple App Store with @damusapp:
https://t.co/GQmvPE5nfX",jack,1176,2154,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",8428
2023-01-02 01:13:43+00:00,1609719555827408897,https://twitter.com/jack/status/1609719555827408897,@damusapp 👀,jack,55,72,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",270
2023-01-01 06:00:30+00:00,1609429338641793027,https://twitter.com/jack/status/1609429338641793027,pura vida,jack,2407,1538,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",16378
2022-12-30 19:05:37+00:00,1608902142924062722,https://twitter.com/jack/status/1608902142924062722,@jb55 👀,jack,14,39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",85
2022-12-29 06:11:20+00:00,1608344900361244672,https://twitter.com/jack/status/1608344900361244672,https://t.co/bBQhvGML79,jack,312,426,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2946
2022-12-29 01:17:20+00:00,1608270911639109639,https://twitter.com/jack/status/1608270911639109639,@suhailsaqan Nice work,jack,23,44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",146
2022-12-26 02:39:36+00:00,1607204454373249024,https://twitter.com/jack/status/1607204454373249024,@NeilJacobs @CitizenBitcoin @VitalikButerin Yes,jack,14,31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",211
2022-12-26 01:12:35+00:00,1607182555362779136,https://twitter.com/jack/status/1607182555362779136,@real_avi_eth ~ &lt; 0 at this moment,jack,2,27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",27
2022-12-25 23:46:11+00:00,1607160811470065664,https://twitter.com/jack/status/1607160811470065664,@CourtMaggard @Astropin I understand and all good.,jack,3,22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",36
2022-12-25 23:41:31+00:00,1607159635248664576,https://twitter.com/jack/status/1607159635248664576,@rabble @csuwildcat @robwijers Yes. And docs point to scuttlebutt influence. Thanks for your work Rabble.,jack,2,22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",35
2022-12-25 23:34:48+00:00,1607157947267694593,https://twitter.com/jack/status/1607157947267694593,"@csuwildcat @robwijers Not sure why it needs to do anything “new.” It needs to do it right. Most “new” things are simply mashups of prior work. bitcoin is that, as is nostr.",jack,15,36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",222
2022-12-25 23:30:17+00:00,1607156808308736001,https://twitter.com/jack/status/1607156808308736001,@RajarshiMaitra Thank you. Will study this,jack,3,30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",99
2022-12-25 23:28:38+00:00,1607156394796384259,https://twitter.com/jack/status/1607156394796384259,@robwijers @csuwildcat @SlashTags It def is. And all these things can complement each other. Moving forward is going to need different answers.,jack,2,21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",10
2022-12-25 22:19:48+00:00,1607139070970298369,https://twitter.com/jack/status/1607139070970298369,@ck_SNARKs Try it and you’ll know,jack,35,36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",310
2022-12-25 22:19:11+00:00,1607138914283945985,https://twitter.com/jack/status/1607138914283945985,@CourtMaggard @Astropin Doubt they want to isolate themselves. They want to build on something new. This has a chance of actually working. Look deeper into it.,jack,3,18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",38
2022-12-25 22:15:05+00:00,1607137884892729345,https://twitter.com/jack/status/1607137884892729345,@SnarkyAlien @CourtMaggard 💯,jack,4,24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",15
2022-12-25 22:08:18+00:00,1607136175327776776,https://twitter.com/jack/status/1607136175327776776,@raypaxful Are you on it?,jack,18,40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",203
2022-12-25 16:09:46+00:00,1607045949721042945,https://twitter.com/jack/status/1607045949721042945,@PeterDConley No but very complementary,jack,13,22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",90
2022-12-25 03:51:21+00:00,1606860121216360448,https://twitter.com/jack/status/1606860121216360448,@mattyglesias 💯,jack,15,32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",206
2022-12-24 17:39:06+00:00,1606706041336795136,https://twitter.com/jack/status/1606706041336795136,Great STL coffee and people at @NWCoffeeEst1993,jack,203,116,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1136
2022-12-24 04:27:52+00:00,1606506923213197312,https://twitter.com/jack/status/1606506923213197312,@jameslavish @PrestonPysh @JeffBooth @natbrunell @nvk after dark,jack,27,24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",250
2022-12-24 03:20:03+00:00,1606489854933700615,https://twitter.com/jack/status/1606489854933700615,@hsshi18 Def,jack,2,16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",134
2022-12-24 03:19:34+00:00,1606489733865132035,https://twitter.com/jack/status/1606489733865132035,@Thormathison ❤️,jack,11,17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",239
2022-12-24 03:19:21+00:00,1606489678189846533,https://twitter.com/jack/status/1606489678189846533,@spaceofora @madebygoogle Trying it,jack,20,19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",409
2022-12-24 03:18:48+00:00,1606489543443628032,https://twitter.com/jack/status/1606489543443628032,@1971Bubble True,jack,4,19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",83
2022-12-24 03:18:13+00:00,1606489393291722753,https://twitter.com/jack/status/1606489393291722753,@TheMajor_eth Not many,jack,21,24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1137
2022-12-24 01:18:58+00:00,1606459385353568256,https://twitter.com/jack/status/1606459385353568256,https://t.co/FixcqWkG19,jack,1896,871,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",21071
2022-12-23 09:10:43+00:00,1606215717489020928,https://twitter.com/jack/status/1606215717489020928,@Nostr_Ostrich @MIAuniverse Def,jack,12,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",82
2022-12-23 00:55:49+00:00,1606091172027305985,https://twitter.com/jack/status/1606091172027305985,@benthecarman Why not,jack,38,30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",275
2022-12-22 21:26:28+00:00,1606038484304547842,https://twitter.com/jack/status/1606038484304547842,@melvincarvalho looking great,jack,9,18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",84
2022-12-22 20:25:49+00:00,1606023221496532994,https://twitter.com/jack/status/1606023221496532994,@nvk this workshop is awesome!,jack,15,23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",116
2022-12-22 19:28:29+00:00,1606008793573097472,https://twitter.com/jack/status/1606008793573097472,@torproject 🙏🏼🙏🏼🙏🏼,jack,28,23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",312
2022-12-22 19:28:00+00:00,1606008672466849792,https://twitter.com/jack/status/1606008672466849792,@damusapp 🤙🏼,jack,27,22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",121
2022-12-22 02:54:55+00:00,1605758756834480128,https://twitter.com/jack/status/1605758756834480128,@TomZarebczan @TBD54566975 TBD integration will be interesting @brockm,jack,20,26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",76
2022-12-22 02:52:00+00:00,1605758022113968129,https://twitter.com/jack/status/1605758022113968129,@nvk @Narwhal_Tacos 🤙🏼,jack,10,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",92
2022-12-22 02:51:36+00:00,1605757919718522881,https://twitter.com/jack/status/1605757919718522881,@nvk 🎯,jack,8,21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",122
2022-12-21 19:32:37+00:00,1605647448256393216,https://twitter.com/jack/status/1605647448256393216,https://t.co/9N4dGXYbLB,jack,145,95,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",366
2022-12-21 18:34:51+00:00,1605632909213196288,https://twitter.com/jack/status/1605632909213196288,@pourteaux 😍,jack,29,21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",111
2022-12-21 01:02:12+00:00,1605368001762582529,https://twitter.com/jack/status/1605368001762582529,@BTC_REV0LUTI0N @DylanLeClair_ Likely,jack,6,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39
2022-12-21 00:59:43+00:00,1605367376668635136,https://twitter.com/jack/status/1605367376668635136,@spacefeudalist Todos. Competition is good.,jack,24,21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",150
2022-12-21 00:58:47+00:00,1605367140042870784,https://twitter.com/jack/status/1605367140042870784,@CitizenPleb reckless,jack,7,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",26
2022-12-21 00:57:59+00:00,1605366941736108032,https://twitter.com/jack/status/1605366941736108032,@freeslave06 A bit,jack,11,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",55
2022-12-20 19:19:43+00:00,1605281813492109314,https://twitter.com/jack/status/1605281813492109314,@AzBat360 @WholeMarsBlog nvi,jack,7,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",7
2022-12-20 19:19:17+00:00,1605281705396523013,https://twitter.com/jack/status/1605281705396523013,@ryansogden @WholeMarsBlog enjoy,jack,4,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8
2022-12-20 18:24:00+00:00,1605267791581679616,https://twitter.com/jack/status/1605267791581679616,@WholeMarsBlog Vim,jack,32,27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",205
2022-12-20 17:08:06+00:00,1605248689962123264,https://twitter.com/jack/status/1605248689962123264,https://t.co/hCotR4OQPz,jack,918,571,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",7626
2022-12-20 15:52:59+00:00,1605229788125605890,https://twitter.com/jack/status/1605229788125605890,@chad_pleb Made it easy,jack,12,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",135
2022-12-20 04:42:12+00:00,1605060979896844288,https://twitter.com/jack/status/1605060979896844288,@fiatjaf 👀,jack,19,22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",162
2022-12-20 01:02:22+00:00,1605005657064734720,https://twitter.com/jack/status/1605005657064734720,@jokoono Very cool,jack,21,18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",80
2022-12-20 01:02:11+00:00,1605005610675748868,https://twitter.com/jack/status/1605005610675748868,@melvincarvalho Wow,jack,9,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",51
2022-12-20 00:46:27+00:00,1605001651944726529,https://twitter.com/jack/status/1605001651944726529,@nvk @Mandrik this,jack,6,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",72
2022-12-20 00:44:47+00:00,1605001231629434880,https://twitter.com/jack/status/1605001231629434880,@TwitterBusiness Something seems off about the corners tho,jack,123,54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1351
2022-12-20 00:43:59+00:00,1605001029606522880,https://twitter.com/jack/status/1605001029606522880,@TwitterBusiness this is great,jack,146,85,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2642
2022-12-19 17:21:10+00:00,1604889589147394048,https://twitter.com/jack/status/1604889589147394048,@melvincarvalho Agree,jack,16,21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",176
2022-12-19 02:13:37+00:00,1604661196422279168,https://twitter.com/jack/status/1604661196422279168,@cmdicely likely,jack,13,18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",69
2022-12-19 02:11:15+00:00,1604660601841754118,https://twitter.com/jack/status/1604660601841754118,@labergecoin @fiatjaf No. There’s something real there. @fiatjaf created something incredible.,jack,8,19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",52
2022-12-19 01:23:34+00:00,1604648604454502400,https://twitter.com/jack/status/1604648604454502400,@PrestonPysh It’s been tweeted,jack,26,26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",346
2022-12-19 00:05:54+00:00,1604629056460242944,https://twitter.com/jack/status/1604629056460242944,cool,jack,121,125,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",780
2022-12-18 19:09:25+00:00,1604554444544393216,https://twitter.com/jack/status/1604554444544393216,@fiatjaf doesn’t make sense,jack,691,480,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4925
2022-12-18 19:08:47+00:00,1604554286503006212,https://twitter.com/jack/status/1604554286503006212,@lexfridman 💯,jack,26,42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1201
2022-12-18 19:07:47+00:00,1604554032831287298,https://twitter.com/jack/status/1604554032831287298,@TwitterSupport Why?,jack,4228,6037,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",54014
2022-12-18 17:55:43+00:00,1604535896350523396,https://twitter.com/jack/status/1604535896350523396,What a game wow,jack,463,1251,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",20956
2022-12-18 17:39:11+00:00,1604531738000363521,https://twitter.com/jack/status/1604531738000363521,🇫🇷🇫🇷🇫🇷,jack,513,542,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5171
2022-12-18 16:52:34+00:00,1604520004732571650,https://twitter.com/jack/status/1604520004732571650,wow,jack,1183,1113,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",23465
2022-12-18 12:50:16+00:00,1604459030667304961,https://twitter.com/jack/status/1604459030667304961,@washitapenade @pmarca 😂,jack,3,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",41
2022-12-18 03:04:23+00:00,1604311586046414856,https://twitter.com/jack/status/1604311586046414856,@MrHodl @NostrDirectory there goes the neighborhood,jack,26,26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",155
2022-12-18 02:54:14+00:00,1604309031727792129,https://twitter.com/jack/status/1604309031727792129,@caucus6212 Not at all. Moving fast,jack,10,15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",50
2022-12-18 02:52:55+00:00,1604308702479220736,https://twitter.com/jack/status/1604308702479220736,@andreneves amazing thank you,jack,6,18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",56
2022-12-18 00:16:23+00:00,1604269309152329731,https://twitter.com/jack/status/1604269309152329731,Great,jack,89,79,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",629
2022-12-18 00:13:30+00:00,1604268582233333760,https://twitter.com/jack/status/1604268582233333760,Current coverage: https://t.co/DcM7Lcuosk,jack,83,78,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",375
2022-12-18 00:12:26+00:00,1604268315433648129,https://twitter.com/jack/status/1604268315433648129,@jokoono And https://t.co/IC0hU9QjeL is super fast,jack,1,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",19
2022-12-18 00:10:49+00:00,1604267907231399937,https://twitter.com/jack/status/1604267907231399937,@ChampsDubs On the relays,jack,4,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",21
2022-12-18 00:09:21+00:00,1604267536475951104,https://twitter.com/jack/status/1604267536475951104,@pmarca 😬,jack,29,29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",483
2022-12-18 00:08:15+00:00,1604267261056925697,https://twitter.com/jack/status/1604267261056925697,@jokoono https://t.co/ynqsl6wLuZ is pretty good,jack,9,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",59
2022-12-18 00:07:40+00:00,1604267113321046018,https://twitter.com/jack/status/1604267113321046018,"any one in Africa willing to run a nostr relay? #bitcoin https://t.co/M21ySEofyS

Needs in Central and South America too…",jack,305,270,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1458
2022-12-18 00:02:29+00:00,1604265808925966336,https://twitter.com/jack/status/1604265808925966336,@fiatjaf Excellent,jack,5,22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",83
2022-12-17 18:27:01+00:00,1604181387891953665,https://twitter.com/jack/status/1604181387891953665,@tstomff @jb55 same team always,jack,10,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",43
2022-12-17 15:35:51+00:00,1604138310036852736,https://twitter.com/jack/status/1604138310036852736,payments already built in,jack,149,190,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1324
2022-12-17 14:54:01+00:00,1604127784087027713,https://twitter.com/jack/status/1604127784087027713,@NeilJacobs @brockm Great one,jack,17,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",63
2022-12-17 14:53:45+00:00,1604127716680568832,https://twitter.com/jack/status/1604127716680568832,@BitcoinJungleCR 🙏🏼,jack,9,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",59
2022-12-17 14:49:13+00:00,1604126574441283584,https://twitter.com/jack/status/1604126574441283584,@wiz @NostrDirectory finally,jack,1,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",37
2022-12-17 13:26:37+00:00,1604105790620667904,https://twitter.com/jack/status/1604105790620667904,@CubicleApril @Beautyon_ Not for donations. Remittance is the use case. Absolutely needed in Africa and Central and South America.,jack,1,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",19
2022-12-17 13:23:16+00:00,1604104947544559618,https://twitter.com/jack/status/1604104947544559618,@wiz @jb55 Running a relay: https://t.co/M21ySEofyS,jack,2,26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",113
2022-12-17 04:26:40+00:00,1603969906017452032,https://twitter.com/jack/status/1603969906017452032,@fiatjaf You created something great,jack,5,18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",103
2022-12-17 02:51:32+00:00,1603945963944480768,https://twitter.com/jack/status/1603945963944480768,"Verifying my account on nostr

My Public Key: ""npub1sg6plzptd64u62a878hep2kev88swjh3tw00gjsfl8f237lmu63q0uf63m""

Find others at https://t.co/nUHMsHT0Y6 @nostrdirectory #nostr",jack,496,492,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3378
2022-12-17 02:44:29+00:00,1603944192069222402,https://twitter.com/jack/status/1603944192069222402,"@alanwmarch @jb55 yes, once profiles are linkable the doors really open...",jack,2,15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",24
2022-12-17 02:42:00+00:00,1603943567071780865,https://twitter.com/jack/status/1603943567071780865,@mosthiphop perfection,jack,19,23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",225
2022-12-17 02:33:57+00:00,1603941541390831619,https://twitter.com/jack/status/1603941541390831619,@jb55 thank you for all your work!,jack,11,16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",173
2022-12-16 23:46:21+00:00,1603899363599622144,https://twitter.com/jack/status/1603899363599622144,@Beautyon_ I'm hopeful they eventually will. Will be hard to ignore over time.,jack,13,21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",190
2022-12-16 22:20:19+00:00,1603877711340048384,https://twitter.com/jack/status/1603877711340048384,good conversation,jack,98,84,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",571
2022-12-16 20:42:21+00:00,1603853054587113489,https://twitter.com/jack/status/1603853054587113489,@andreneves @nbd_wtf @zebedeeio @fiatjaf excellent,jack,6,20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",79
2022-12-16 20:39:30+00:00,1603852340502663180,https://twitter.com/jack/status/1603852340502663180,@lopp damn,jack,29,22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",285
2022-12-16 15:54:30+00:00,1603780617568911361,https://twitter.com/jack/status/1603780617568911361,@MrHodl pixel 7 seems pretty good. just got one.,jack,67,52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",726
2022-12-16 15:37:16+00:00,1603776277970026496,https://twitter.com/jack/status/1603776277970026496,@PrbablityBroach @calyxinstitute @GrapheneOS I want to but they currently don't have a structure to quickly fund. working with them to resolve.,jack,8,15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",92
2022-12-16 15:36:33+00:00,1603776098373771267,https://twitter.com/jack/status/1603776098373771267,@AsherHopp @calyxinstitute trying to do both. Calyx has a 501c3 already so can move faster.,jack,3,19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",38
2022-12-16 15:35:54+00:00,1603775936075386885,https://twitter.com/jack/status/1603775936075386885,@RogerKenny543 @calyxinstitute @GrapheneOS I'm talking with them to figure this out.,jack,3,11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",25
2022-12-16 14:54:07+00:00,1603765419353034753,https://twitter.com/jack/status/1603765419353034753,@vosnw only one private key,jack,2,14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",8
2022-12-16 14:53:55+00:00,1603765371810480128,https://twitter.com/jack/status/1603765371810480128,"@satoshihoarder_ one of, there are many web clients",jack,1,13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",11
2022-12-16 14:52:49+00:00,1603765092977344512,https://twitter.com/jack/status/1603765092977344512,@BitcoinJungleCR @agbegin I think they are converting to a standard,jack,1,13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",9
2022-12-16 14:50:24+00:00,1603764483503321088,https://twitter.com/jack/status/1603764483503321088,@albumaurum not yet,jack,0,13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3
2022-12-16 14:50:16+00:00,1603764451085352960,https://twitter.com/jack/status/1603764451085352960,@Maupettinato in my bio,jack,3,14,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",9
2022-12-16 14:18:07+00:00,1603756361786851329,https://twitter.com/jack/status/1603756361786851329,@OpinionMachine2 @dergigi not a wallet,jack,6,16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",36
2022-12-16 14:12:32+00:00,1603754954967158784,https://twitter.com/jack/status/1603754954967158784,working on granting $1m to @calyxinstitute now,jack,138,102,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",979
2022-12-16 00:43:32+00:00,1603551362662408192,https://twitter.com/jack/status/1603551362662408192,@RogerKenny543 @torproject @GrapheneOS are they a 501c3?,jack,12,15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",33
2022-12-16 00:41:11+00:00,1603550772335153154,https://twitter.com/jack/status/1603550772335153154,@McblackMonty @torproject source?,jack,25,19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",70
2022-12-16 00:40:07+00:00,1603550503006523392,https://twitter.com/jack/status/1603550503006523392,@__TeekeeMon @torproject @at_protocol @bluesky it's moving fast,jack,8,21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",98
2022-12-15 23:43:00+00:00,1603536131311763456,https://twitter.com/jack/status/1603536131311763456,working on granting $1mm per year for @torproject now,jack,307,356,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",3413
2022-12-15 23:42:22+00:00,1603535971114487816,https://twitter.com/jack/status/1603535971114487816,14 BTC deployed to @fiatjaf for #nostr,jack,72,114,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",929
2022-12-15 22:18:06+00:00,1603514762939211778,https://twitter.com/jack/status/1603514762939211778,This is great,jack,251,807,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5564
2022-12-15 20:45:34+00:00,1603491478570950670,https://twitter.com/jack/status/1603491478570950670,@cz_binance getting where?,jack,941,208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5811
2022-12-15 20:43:51+00:00,1603491047035789331,https://twitter.com/jack/status/1603491047035789331,Jay is a master at this https://t.co/0LlnokDJrp,jack,86,103,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",594
2022-12-15 18:30:02+00:00,1603457370029711360,https://twitter.com/jack/status/1603457370029711360,"would def recommend #bitcoin twitter to check out #nostr. I think you'll like...

via web: https://t.co/t4ddFY6db1 or iOS: https://t.co/Kmg1PXryyK",jack,130,197,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1048
2022-12-15 16:59:53+00:00,1603434681583665157,https://twitter.com/jack/status/1603434681583665157,@jamesjansson @jb55 needs some cleanup. these are just suggestions,jack,2,16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",12
2022-12-15 15:02:22+00:00,1603405110972977161,https://twitter.com/jack/status/1603405110972977161,@jb55 I love the plan. Super thoughtful,jack,28,23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",405
2022-12-15 14:56:42+00:00,1603403681805860864,https://twitter.com/jack/status/1603403681805860864,@5antoshernandez agree,jack,5,18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",63
2022-12-15 14:52:14+00:00,1603402560114671619,https://twitter.com/jack/status/1603402560114671619,@1971Bubble @Koty_Auditore @Reuters @fiatjaf Indeed,jack,9,20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",165
