Datetime,Tweet Id,Link,Text,Username,Total replycount,Total retweetcount,Source,Total likecount
2022-12-01 01:30:08+00:00,1598127275874340866,https://twitter.com/jack/status/1598127275874340866,@Sandile_S_N I didn't get a payout,jack,12,19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",108
2022-12-01 01:26:47+00:00,1598126429689954304,https://twitter.com/jack/status/1598126429689954304,"@spencecoin ""Twitter is embracing public testing"" is saying everything. I've always wanted the company to be the most transparent to exist. This is a step.

everything in here is the right path.",jack,176,266,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2231
2022-11-30 22:43:00+00:00,1598085213401526273,https://twitter.com/jack/status/1598085213401526273,@mmasnick Terrible,jack,71,55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",822
2022-11-30 21:54:04+00:00,1598072898614628352,https://twitter.com/jack/status/1598072898614628352,💯,jack,763,1076,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",18839
2022-11-30 20:11:21+00:00,1598047047797641216,https://twitter.com/jack/status/1598047047797641216,"@brockm ""not your OS, not your phone""",jack,121,229,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1962
2022-11-29 23:33:59+00:00,1597735657409245184,https://twitter.com/jack/status/1597735657409245184,@DylanLeClair_ yes,jack,34,35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",476
2022-11-29 22:00:28+00:00,1597712122229624832,https://twitter.com/jack/status/1597712122229624832,@EvasTeslaSPlaid @elonmusk the software matters more. Start with...who makes the operating system? better if open and not owned by a corporation...,jack,476,309,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5276
2022-11-29 21:48:35+00:00,1597709132152569856,https://twitter.com/jack/status/1597709132152569856,@DylanLeClair_ All made up,jack,72,126,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1318
2022-11-29 21:34:08+00:00,1597705493707096066,https://twitter.com/jack/status/1597705493707096066,@Richeydarian wasn't the right policy,jack,18,30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",123
2022-11-29 21:31:56+00:00,1597704939844739072,https://twitter.com/jack/status/1597704939844739072,@Baconbrix @expo Hmmm. This is what the mobile web should be,jack,20,32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",278
2022-11-29 21:27:07+00:00,1597703728148414464,https://twitter.com/jack/status/1597703728148414464,"@auerbach @arctictony never was mine, or anyone else's",jack,5,18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",22
2022-11-28 17:24:00+00:00,1597280156799758338,https://twitter.com/jack/status/1597280156799758338,@micsolana 💯,jack,28,21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",116
2022-11-28 00:05:39+00:00,1597018847306915842,https://twitter.com/jack/status/1597018847306915842,@AlpacaAurelius 💯,jack,22,28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",438
2022-11-26 17:51:39+00:00,1596562339804975106,https://twitter.com/jack/status/1596562339804975106,"@nvk ""all email clients suck. this one just sucks less.""",jack,41,21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",241
2022-11-26 13:55:29+00:00,1596502906706227201,https://twitter.com/jack/status/1596502906706227201,@dergigi Vim,jack,101,55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",774
2022-11-26 02:11:48+00:00,1596325820359917573,https://twitter.com/jack/status/1596325820359917573,"@mer__edith Not questioning this, and I’m a funder (and always willing to do more). But stories feels like a reactive diversion that doesn’t help the core mission.",jack,10,12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",41
2022-11-26 02:09:33+00:00,1596325252380110848,https://twitter.com/jack/status/1596325252380110848,"@mer__edith Primary comms for what? Seems hard to believe stories format is primary. No doubt it’s an interesting broadcast format, but there’s much more to do on continuing to secure private narrowcast communications.",jack,6,11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",23
2022-11-25 22:45:42+00:00,1596273952254566401,https://twitter.com/jack/status/1596273952254566401,@mer__edith I love signal! The need for a non-corporate open protocol and app is great. Just don’t want it to be distracted by the worst of our industry.,jack,11,10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",66
2022-11-25 22:44:18+00:00,1596273601644474368,https://twitter.com/jack/status/1596273601644474368,"@mer__edith I see reason for stories to compete with WhatsApp and FB which is noble and right, but just seems to be playing their game. Not winnable without the best creation tools. Building they takes away from privacy and network endeavors.",jack,5,11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",47
2022-11-25 22:22:03+00:00,1596268003095724032,https://twitter.com/jack/status/1596268003095724032,@brockm @LynAldenContact @PeterMcCormack And not amazing for you,jack,11,10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",47
2022-11-25 22:09:44+00:00,1596264900741193729,https://twitter.com/jack/status/1596264900741193729,@DylanLeClair_ It’s great a tie is possible,jack,42,16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",375
2022-11-25 22:08:33+00:00,1596264604555952128,https://twitter.com/jack/status/1596264604555952128,"@mer__edith Completely supportive of ending SMS.

But why would stories be a higher priority than ending dependence on mobile carriers?",jack,28,17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",144
2022-11-25 17:26:25+00:00,1596193604439269376,https://twitter.com/jack/status/1596193604439269376,@dmarcos that's great,jack,9,12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",65
2022-11-25 02:38:40+00:00,1595970193200934913,https://twitter.com/jack/status/1595970193200934913,@csuwildcat what’s the trade off?,jack,9,8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",29
2022-11-24 23:42:06+00:00,1595925761156067328,https://twitter.com/jack/status/1595925761156067328,@MrAhmadAwais @rauchg @getpeid yes,jack,6,7,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",79
2022-11-24 21:49:26+00:00,1595897407501475840,https://twitter.com/jack/status/1595897407501475840,https://t.co/UfH9IByCu9,jack,161,109,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1651
2022-11-24 21:40:29+00:00,1595895151913844738,https://twitter.com/jack/status/1595895151913844738,@chriswelch we're doing that. lots coming soon,jack,55,28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",324
2022-11-24 21:34:36+00:00,1595893672704610304,https://twitter.com/jack/status/1595893672704610304,🇫🇷 https://t.co/ff8lj8FC4g,jack,109,89,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",826
2022-11-24 21:23:56+00:00,1595890989587202051,https://twitter.com/jack/status/1595890989587202051,PWAs directory: https://t.co/tR7tVc4wRs,jack,95,190,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1940
2022-11-24 21:12:34+00:00,1595888125771141120,https://twitter.com/jack/status/1595888125771141120,@ajmedick safari,jack,15,8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",71
2022-11-24 21:11:55+00:00,1595887965737213953,https://twitter.com/jack/status/1595887965737213953,@sampullara web wasn't ready. Nor was apple for general dev platform.,jack,5,11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",73
2022-11-24 21:10:24+00:00,1595887584504430596,https://twitter.com/jack/status/1595887584504430596,@jay_keeper_ I think that was more to protect the Apple closed-model than anything else. They weren't ready for a general development platform on iOS.,jack,16,21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",389
2022-11-24 21:08:28+00:00,1595887095276621824,https://twitter.com/jack/status/1595887095276621824,"@octal yes we need a hybrid approach, PWAs are a start, but need the OS to go much further to optimize.",jack,69,35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",534
2022-11-24 21:05:45+00:00,1595886412443820035,https://twitter.com/jack/status/1595886412443820035,"this is great (and great 3 priorities: #AppleBrowserBan, deep system integration, web app equality): https://t.co/wUNUdVNotB",jack,85,250,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2142
2022-11-24 20:56:14+00:00,1595884017529851907,https://twitter.com/jack/status/1595884017529851907,@rauchg @getpeid yes,jack,32,13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",397
2022-11-24 20:55:30+00:00,1595883831244230658,https://twitter.com/jack/status/1595883831244230658,@paulrouget2 @shownotes what were the failures?,jack,4,8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",25
2022-11-24 20:55:00+00:00,1595883706052493317,https://twitter.com/jack/status/1595883706052493317,@davmander @LynAldenContact @CashApp working on it,jack,5,8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",56
2022-11-24 20:52:08+00:00,1595882984187781120,https://twitter.com/jack/status/1595882984187781120,@slightlylate def,jack,9,11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",446
2022-11-24 20:34:41+00:00,1595878593657245697,https://twitter.com/jack/status/1595878593657245697,@LynAldenContact 💯,jack,12,19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",393
2022-11-24 20:30:12+00:00,1595877464462573570,https://twitter.com/jack/status/1595877464462573570,@ODELL 100%,jack,4,15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",198
2022-11-24 20:22:20+00:00,1595875487171350528,https://twitter.com/jack/status/1595875487171350528,@samifouad @lofidewanto Agree. Need a focused push,jack,1,8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",15
2022-11-24 20:02:25+00:00,1595870476009603073,https://twitter.com/jack/status/1595870476009603073,@KhiryShank I think that was deliberate strategy to keep the OS as secure as possible by minimizing variables until they could build a proper platform?,jack,38,44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",986
2022-11-24 19:57:15+00:00,1595869173728808960,https://twitter.com/jack/status/1595869173728808960,@emerose Def a challenge,jack,2,9,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",66
2022-11-24 19:56:53+00:00,1595869079776415744,https://twitter.com/jack/status/1595869079776415744,@wongmjane I wonder if they were as focused as they needed to be…will research,jack,37,11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",237
2022-11-24 19:47:52+00:00,1595866814256406529,https://twitter.com/jack/status/1595866814256406529,@shownotes web primitives and browsers are much better now,jack,25,19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",379
2022-11-24 19:45:45+00:00,1595866280682262534,https://twitter.com/jack/status/1595866280682262534,@wongmjane Why?,jack,33,13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",237
2022-11-24 19:39:50+00:00,1595864791570345984,https://twitter.com/jack/status/1595864791570345984,next block,jack,94,122,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1194
2022-11-24 19:38:41+00:00,1595864501437583367,https://twitter.com/jack/status/1595864501437583367,We need a new mobile OS that’s web-only.,jack,5529,4618,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",50181
2022-11-24 19:17:43+00:00,1595859225846112256,https://twitter.com/jack/status/1595859225846112256,https://t.co/EdLv2f9sbD,jack,328,889,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",5347
2022-11-24 18:18:47+00:00,1595844395047452672,https://twitter.com/jack/status/1595844395047452672,incredible game,jack,534,1393,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",18219
2022-11-24 17:04:05+00:00,1595825594553765888,https://twitter.com/jack/status/1595825594553765888,#GHA,jack,582,3603,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",24482
2022-11-24 15:35:41+00:00,1595803347046617089,https://twitter.com/jack/status/1595803347046617089,💯,jack,547,570,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",6440
2022-11-24 01:48:12+00:00,1595595103871111170,https://twitter.com/jack/status/1595595103871111170,@elonmusk @slashdot @dealbook Iraq WMD def bigger,jack,731,296,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6819
2022-11-23 23:43:32+00:00,1595563732226154496,https://twitter.com/jack/status/1595563732226154496,@altryne @Jason you got the point,jack,7,11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",80
2022-11-23 23:39:27+00:00,1595562705548726272,https://twitter.com/jack/status/1595562705548726272,@Jason best outcome for allis both,jack,13,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",324
2022-11-23 23:38:29+00:00,1595562461549174784,https://twitter.com/jack/status/1595562461549174784,@brockm Yep,jack,32,15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",145
2022-11-23 21:57:51+00:00,1595537136169746433,https://twitter.com/jack/status/1595537136169746433,@DylanLeClair_ 🍿,jack,50,35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",922
2022-11-23 19:41:58+00:00,1595502937987436544,https://twitter.com/jack/status/1595502937987436544,🇫🇷👣👣👣,jack,100,79,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",694
2022-11-23 19:27:36+00:00,1595499324351266816,https://twitter.com/jack/status/1595499324351266816,@Arthur_van_Pelt @elonmusk ¯\_(ツ)_/¯,jack,64,37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",605
2022-11-23 18:36:57+00:00,1595486579300220946,https://twitter.com/jack/status/1595486579300220946,@lndian_Bronson 🤸‍♀️,jack,33,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",262
2022-11-23 16:03:20+00:00,1595447919175409664,https://twitter.com/jack/status/1595447919175409664,#crc!,jack,261,127,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1461
2022-11-22 21:03:10+00:00,1595160986960670721,https://twitter.com/jack/status/1595160986960670721,@philipdalidakis all for the people of #fra,jack,19,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",145
2022-11-22 19:50:50+00:00,1595142781324136449,https://twitter.com/jack/status/1595142781324136449,#fra,jack,337,205,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2405
2022-11-22 19:40:47+00:00,1595140255447150592,https://twitter.com/jack/status/1595140255447150592,@BillyM2k 💯,jack,38,25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",452
2022-11-22 18:58:07+00:00,1595129516086956032,https://twitter.com/jack/status/1595129516086956032,@wongmjane why despised?,jack,21,9,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",165
2022-11-22 16:40:37+00:00,1595094915054292992,https://twitter.com/jack/status/1595094915054292992,@LokiJulianus the open web is the only path forward,jack,212,354,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3493
2022-11-22 16:30:43+00:00,1595092423788859392,https://twitter.com/jack/status/1595092423788859392,@CommunityNotes 🫂,jack,8,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",136
2022-11-20 17:10:37+00:00,1594377686192988161,https://twitter.com/jack/status/1594377686192988161,#ECU,jack,410,737,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",8206
2022-11-20 02:47:28+00:00,1594160467416678400,https://twitter.com/jack/status/1594160467416678400,Wow https://t.co/iBt6PSfMGy,jack,537,474,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3865
2022-11-18 20:53:20+00:00,1593708958577049603,https://twitter.com/jack/status/1593708958577049603,@Lucididy @jordanbpeterson @elonmusk that would be a big mistake,jack,984,1720,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",29056
2022-11-18 05:02:48+00:00,1593469749278687232,https://twitter.com/jack/status/1593469749278687232,@shahselbe @mslopatto it’s not over. And it will.,jack,418,109,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",520
2022-11-17 03:17:54+00:00,1593080961969049600,https://twitter.com/jack/status/1593080961969049600,@cturtleemmers @BillyM2k these aren’t the droids you’re looking for…,jack,22,32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",140
2022-11-17 03:14:58+00:00,1593080227563180032,https://twitter.com/jack/status/1593080227563180032,@alexxzay @elonmusk nope,jack,66,70,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",528
2022-11-17 03:13:16+00:00,1593079798695616513,https://twitter.com/jack/status/1593079798695616513,@BillyM2k but what are you eating?,jack,35,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",216
2022-11-17 03:12:31+00:00,1593079607317913601,https://twitter.com/jack/status/1593079607317913601,@VerumSG @elonmusk It’s been around for some time and will only get better.,jack,2,15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",98
2022-11-17 03:11:34+00:00,1593079368443887616,https://twitter.com/jack/status/1593079368443887616,"@WholeMarsBlog @elonmusk What makes it special are the people that use it, not the company behind it. All focused on that and we’re good.",jack,90,99,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",764
2022-11-17 03:09:58+00:00,1593078968235982848,https://twitter.com/jack/status/1593078968235982848,@morelife152 @elonmusk you haven’t been paying attention and that’s ok,jack,14,22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",247
2022-11-17 03:08:49+00:00,1593078677285531649,https://twitter.com/jack/status/1593078677285531649,@caasiah @elonmusk yes it going public to private was critical and i am very grateful for that,jack,34,71,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",447
2022-11-17 02:49:10+00:00,1593073732347887618,https://twitter.com/jack/status/1593073732347887618,"Great @Graham__Hancock 
https://t.co/KGE9kB7f2k",jack,797,1157,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10472
2022-11-17 02:37:42+00:00,1593070847463665664,https://twitter.com/jack/status/1593070847463665664,@SPIShiba @BillyM2k @GoodLordJord @AndrewRThorpe exactly,jack,9,15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",90
2022-11-17 02:14:04+00:00,1593064901307924481,https://twitter.com/jack/status/1593064901307924481,"@mikuhl_ @xrphumanperson nope, never friends",jack,16,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",300
2022-11-17 02:02:41+00:00,1593062036044648450,https://twitter.com/jack/status/1593062036044648450,@BillyM2k @opensea a16z,jack,77,60,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",560
2022-11-17 02:01:12+00:00,1593061660314722305,https://twitter.com/jack/status/1593061660314722305,@NickBerget u up?,jack,7,13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42
2022-11-17 02:00:32+00:00,1593061493112987648,https://twitter.com/jack/status/1593061493112987648,"@theemikehobart @PrestonPysh Don’t trust, verify.",jack,111,64,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",487
2022-11-17 01:59:00+00:00,1593061108805668864,https://twitter.com/jack/status/1593061108805668864,@LisaMarieGT3 not really. just puts more emphasis on our own experience,jack,17,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",168
2022-11-17 01:57:23+00:00,1593060703010979842,https://twitter.com/jack/status/1593060703010979842,@spencecoin nope,jack,3,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",42
2022-11-17 01:57:08+00:00,1593060639584681984,https://twitter.com/jack/status/1593060639584681984,@TOPDOGE007 same,jack,39,14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",166
2022-11-17 01:45:20+00:00,1593057668952125440,https://twitter.com/jack/status/1593057668952125440,"@ShireHODL @xrphumanperson I always have my phone on airplane mode

Local secure Wi-Fi &gt;&gt;&gt;&gt;&gt;&gt;",jack,53,78,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1636
2022-11-17 01:33:35+00:00,1593054712256811008,https://twitter.com/jack/status/1593054712256811008,@primoleone @xrphumanperson had to,jack,20,18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",622
2022-11-17 01:32:32+00:00,1593054448896868352,https://twitter.com/jack/status/1593054448896868352,@AllisonReichel ¯\_(ツ)_/¯,jack,28,28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",469
2022-11-17 01:23:25+00:00,1593052151751708672,https://twitter.com/jack/status/1593052151751708672,@xrphumanperson this deep bro https://t.co/xuC8GdntIE,jack,324,407,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",5919
2022-11-17 01:13:56+00:00,1593049765599928321,https://twitter.com/jack/status/1593049765599928321,@aBlock0 @DocumentingBTC and nobody cares,jack,9,17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",99
2022-11-17 01:12:37+00:00,1593049436330262528,https://twitter.com/jack/status/1593049436330262528,@Darrensmith69 Fare well,jack,40,25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",490
2022-11-17 01:11:57+00:00,1593049267870269440,https://twitter.com/jack/status/1593049267870269440,@bfcarlson no one does,jack,20,29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",394
2022-11-17 00:42:30+00:00,1593041856296017920,https://twitter.com/jack/status/1593041856296017920,@get_ded_ Oui,jack,27,20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",105
2022-11-17 00:37:11+00:00,1593040518019420161,https://twitter.com/jack/status/1593040518019420161,"@BillyM2k @GoodLordJord @AndrewRThorpe 💯

…or bank or corporate owned, which can be just as bad if not worse",jack,25,35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",315
2022-11-17 00:10:58+00:00,1593033919573549056,https://twitter.com/jack/status/1593033919573549056,@JeffreyLHyman you know…just designing and delivering best in class benefits,jack,5,12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",37
2022-11-17 00:05:22+00:00,1593032512808587264,https://twitter.com/jack/status/1593032512808587264,@TheEngineerHM No se,jack,72,35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",674
2022-11-17 00:04:44+00:00,1593032351671803906,https://twitter.com/jack/status/1593032351671803906,@NSgarv @elonmusk I did,jack,56,26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",365
2022-11-17 00:03:03+00:00,1593031929137618947,https://twitter.com/jack/status/1593031929137618947,@JeffreyLHyman Working as f intended then,jack,2,10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",38
2022-11-17 00:02:15+00:00,1593031725445435393,https://twitter.com/jack/status/1593031725445435393,@BitMember No se,jack,40,18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",240
2022-11-17 00:02:01+00:00,1593031666465140736,https://twitter.com/jack/status/1593031666465140736,@fatherhoodninja I don’t,jack,86,26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",521
2022-11-16 23:59:49+00:00,1593031113546817536,https://twitter.com/jack/status/1593031113546817536,@AndrewRThorpe @BillyM2k 💯,jack,5,23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",247
2022-11-16 23:47:23+00:00,1593027984575037440,https://twitter.com/jack/status/1593027984575037440,"@WholeMarsBlog @elonmusk both the common misconception and your stated reality are wrong. 

Twitter will survive and thrive but it will take some time.",jack,200,188,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2769
2022-11-16 23:43:48+00:00,1593027084943003648,https://twitter.com/jack/status/1593027084943003648,"@BillyM2k not sure I understand 

but…there’s no doubt the internet won’t have a native currency. 

And that’s the only use case that matters",jack,43,39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",294
2022-11-16 23:26:00+00:00,1593022605157863426,https://twitter.com/jack/status/1593022605157863426,no one,jack,2005,1747,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14777
2022-11-16 22:56:29+00:00,1593015174847672320,https://twitter.com/jack/status/1593015174847672320,@stoolpresidente ⁉️,jack,49,31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",853
2022-11-16 22:43:13+00:00,1593011838429822976,https://twitter.com/jack/status/1593011838429822976,nobody knows anything,jack,12436,16341,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",139521
2022-11-16 22:30:03+00:00,1593008525995048962,https://twitter.com/jack/status/1593008525995048962,"@BillyM2k game over for the games, certainly.",jack,107,132,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2097
2022-11-15 20:21:32+00:00,1592613793376645121,https://twitter.com/jack/status/1592613793376645121,@lobushkin @elonmusk @micsolana @telegram First thing telegram requires is a phone number,jack,56,19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",473
2022-11-15 19:11:05+00:00,1592596064905089026,https://twitter.com/jack/status/1592596064905089026,@micsolana all I want is to finally move off phone numbers as ID...,jack,428,391,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",8686
2022-11-14 23:56:32+00:00,1592305510954733568,https://twitter.com/jack/status/1592305510954733568,@tiffani it will never go away,jack,124,118,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",814
2022-11-14 18:02:16+00:00,1592216357936197634,https://twitter.com/jack/status/1592216357936197634,"bitcoin hardware, made in Austin ⭐️",jack,254,324,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2625
2022-11-14 16:07:13+00:00,1592187403271540737,https://twitter.com/jack/status/1592187403271540737,@chrismessina @elonmusk @sampullara correct,jack,275,458,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",13712
2022-11-14 02:31:01+00:00,1591982001548300288,https://twitter.com/jack/status/1591982001548300288,The Yin &amp; Yang of Gerry Lopez https://t.co/0xvGnhbpPu,jack,173,117,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",911
2022-11-12 05:19:21+00:00,1591299587280883712,https://twitter.com/jack/status/1591299587280883712,30,jack,3466,2792,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",46532
